TEAM_ID,SEASON,GP_non_clutch,GP_clutch,WINS_non_clutch,WINS_clutch,WIN_PCT_non_clutch,WIN_PCT_clutch,TEAM_NAME
1610612746,2018,69.0,22.0,39.0,14.0,0.5652173913043478,0.6363636363636364,Los Angeles Clippers
1610612746,2019,70.0,21.0,45.0,13.0,0.6428571428571429,0.6190476190476191,Los Angeles Clippers
1610612746,2020,72.0,23.0,48.0,9.0,0.6666666666666666,0.391304347826087,Los Angeles Clippers
1610612746,2021,63.0,25.0,27.0,16.0,0.42857142857142855,0.64,Los Angeles Clippers
1610612746,2022,26.0,10.0,14.0,6.0,0.5384615384615384,0.6,Los Angeles Clippers
1610612747,2003,82.0,30.0,47.0,22.0,0.573170731707317,0.7333333333333333,Los Angeles Lakers
1610612747,2004,58.0,25.0,22.0,13.0,0.3793103448275862,0.52,Los Angeles Lakers
1610612747,2005,68.0,29.0,40.0,14.0,0.5882352941176471,0.4827586206896552,Los Angeles Lakers
1610612747,2006,69.0,26.0,34.0,13.0,0.4927536231884058,0.5,Los Angeles Lakers
1610612747,2007,79.0,30.0,55.0,18.0,0.6962025316455697,0.6,Los Angeles Lakers
1610612747,2008,89.0,23.0,72.0,14.0,0.8089887640449438,0.6086956521739131,Los Angeles Lakers
1610612747,2009,85.0,28.0,60.0,19.0,0.7058823529411765,0.6785714285714286,Los Angeles Lakers
1610612747,2010,72.0,27.0,50.0,15.0,0.6944444444444444,0.5555555555555556,Los Angeles Lakers
1610612747,2011,45.0,35.0,23.0,23.0,0.5111111111111111,0.6571428571428571,Los Angeles Lakers
1610612747,2012,69.0,25.0,30.0,15.0,0.43478260869565216,0.6,Los Angeles Lakers
1610612747,2013,68.0,22.0,19.0,12.0,0.27941176470588236,0.5454545454545454,Los Angeles Lakers
1610612747,2014,69.0,21.0,15.0,9.0,0.21739130434782608,0.42857142857142855,Los Angeles Lakers
1610612747,2015,68.0,21.0,11.0,8.0,0.16176470588235295,0.38095238095238093,Los Angeles Lakers
1610612747,2016,71.0,19.0,23.0,5.0,0.323943661971831,0.2631578947368421,Los Angeles Lakers
1610612747,2017,66.0,22.0,26.0,11.0,0.3939393939393939,0.5,Los Angeles Lakers
1610612747,2018,62.0,26.0,27.0,13.0,0.43548387096774194,0.5,Los Angeles Lakers
